x_pv_1,x_pv_2,epsilon,pm_theo,pm_empirical,sw_theo,sw_empirical,krr_theo,krr_empirical,exp_theo,exp_empirical,laplace_theo,laplace_empirical,gaussian_theo,gaussian_empirical
0.41,0.82,3,0.890715,0.895,0.844896,0.846,0.591916,0.589,0.645306,0.614,0.324085,0.343,0.066042,0.110
0.41,0.82,4,0.933704,0.933,0.879802,0.892,0.683020,0.685,0.682650,0.671,0.421835,0.438,0.101976,0.153
0.41,0.82,5,0.959785,0.962,0.902699,0.902,0.802735,0.809,0.716610,0.690,0.502040,0.507,0.138727,0.174
0.41,0.82,6,0.975607,0.979,0.918563,0.921,0.902664,0.909,0.747268,0.709,0.568374,0.571,0.174543,0.219
0.41,0.82,7,0.985204,0.989,0.930084,0.929,0.959051,0.964,0.774798,0.729,0.623915,0.597,0.208484,0.239
0.41,0.82,8,0.991026,0.988,0.938786,0.931,0.984096,0.982,0.799428,0.775,0.670951,0.664,0.240141,0.274
0.42,0.20,1,0.632069,0.604,0.637634,0.625,0.532651,0.539,0.565780,0.556,0.081993,0.127,0.010087,0.039
0.42,0.20,2,0.769014,0.730,0.796115,0.773,0.552978,0.539,0.605398,0.603,0.216399,0.244,0.035093,0.077
0.42,0.20,3,0.894729,0.888,0.850594,0.848,0.600243,0.594,0.643047,0.620,0.340044,0.357,0.068665,0.112
0.42,0.20,4,0.936139,0.933,0.884218,0.882,0.689488,0.686,0.678343,0.663,0.442559,0.441,0.106285,0.155
0.42,0.20,5,0.961262,0.959,0.906273,0.910,0.806760,0.809,0.711044,0.695,0.526001,0.515,0.144948,0.184
0.42,0.20,6,0.976503,0.974,0.921554,0.924,0.904650,0.900,0.741042,0.720,0.594271,0.568,0.182804,0.217
0.42,0.20,7,0.985748,0.991,0.932652,0.929,0.959887,0.958,0.768344,0.750,0.650741,0.645,0.218826,0.249
0.42,0.20,8,0.991355,0.993,0.941034,0.937,0.984420,0.985,0.793044,0.778,0.697960,0.681,0.252536,0.290
0.43,0.57,1,0.804933,0.810,0.796713,0.783,0.678667,0.667,0.723106,0.713,0.112093,0.174,0.013008,0.048
0.43,0.57,2,0.881629,0.875,0.860909,0.842,0.692645,0.694,0.768778,0.749,0.305587,0.332,0.045846,0.103
0.43,0.57,3,0.928184,0.923,0.898075,0.891,0.725145,0.709,0.809476,0.798,0.484369,0.497,0.091300,0.150
0.43,0.57,4,0.956434,0.952,0.921013,0.910,0.786510,0.782,0.844862,0.829,0.625504,0.613,0.144180,0.202
0.43,0.57,5,0.973573,0.969,0.936059,0.938,0.867143,0.873,0.874967,0.863,0.730130,0.718,0.200746,0.248
0.43,0.57,6,0.983970,0.980,0.946484,0.946,0.934446,0.936,0.900100,0.888,0.805588,0.809,0.258342,0.295
0.43,0.57,7,0.990277,0.991,0.954055,0.949,0.972422,0.974,0.920749,0.897,0.859425,0.847,0.315119,0.341
0.43,0.57,8,0.994103,0.996,0.959773,0.956,0.989289,0.989,0.937492,0.923,0.897763,0.871,0.369843,0.401
0.45,0.44,1,0.574494,0.561,0.577633,0.575,0.522917,0.496,0.544586,0.521,0.083410,0.128,0.009825,0.036
0.45,0.44,2,0.655094,0.607,0.682243,0.652,0.543667,0.528,0.573898,0.576,0.225011,0.247,0.034564,0.076
0.45,0.44,3,0.775325,0.740,0.845530,0.821,0.591916,0.571,0.602379,0.582,0.354662,0.352,0.068647,0.117
0.45,0.44,4,0.933974,0.885,0.880293,0.882,0.683020,0.677,0.629736,0.587,0.457484,0.465,0.108051,0.150
0.45,0.44,5,0.959949,0.964,0.903096,0.911,0.802735,0.778,0.655758,0.604,0.535461,0.514,0.149889,0.181
0.45,0.44,6,0.975706,0.971,0.918895,0.922,0.902664,0.907,0.680314,0.641,0.594299,0.572,0.192130,0.229
0.45,0.44,7,0.985265,0.983,0.930369,0.927,0.959051,0.959,0.703345,0.655,0.639376,0.611,0.233388,0.262
0.45,0.44,8,0.991062,0.991,0.939036,0.940,0.984096,0.979,0.724848,0.665,0.674811,0.656,0.272760,0.292
0.19,0.23,1,0.612072,0.740,0.597689,0.721,0.425485,0.547,0.539711,0.647,0.072482,0.147,0.007852,0.041
0.19,0.23,2,0.753938,0.841,0.714246,0.798,0.445937,0.580,0.651682,0.732,0.210642,0.298,0.027839,0.080
0.19,0.23,3,0.846793,0.903,0.786158,0.853,0.495113,0.615,0.744952,0.818,0.353322,0.420,0.055915,0.125
0.19,0.23,4,0.905618,0.939,0.832159,0.897,0.594112,0.716,0.817115,0.871,0.479417,0.544,0.089221,0.165
0.19,0.23,5,0.942218,0.967,0.863004,0.914,0.736284,0.837,0.870094,0.914,0.584052,0.624,0.125685,0.210
0.19,0.23,6,0.964756,0.976,0.884686,0.931,0.865335,0.912,0.907684,0.933,0.668423,0.705,0.163795,0.253
0.19,0.23,7,0.978551,0.987,0.900592,0.937,0.942276,0.963,0.933849,0.953,0.735584,0.745,0.202451,0.290
0.19,0.23,8,0.986964,0.989,0.912696,0.942,0.977396,0.989,0.951923,0.969,0.788783,0.804,0.240858,0.317
0.66,0.01,1,0.506645,0.498,0.506925,0.499,0.410136,0.425,0.451212,0.458,0.055618,0.096,0.007588,0.030
0.66,0.01,2,0.613922,0.617,0.633863,0.627,0.436032,0.443,0.498643,0.499,0.134318,0.168,0.025864,0.058
0.66,0.01,3,0.750346,0.727,0.810077,0.807,0.496160,0.514,0.541559,0.547,0.197373,0.219,0.049218,0.088
0.66,0.01,4,0.918821,0.895,0.852819,0.860,0.609370,0.613,0.579827,0.552,0.244607,0.255,0.073825,0.115
0.66,0.01,5,0.950757,0.956,0.880856,0.880,0.757491,0.753,0.613719,0.586,0.280732,0.283,0.097478,0.133
0.66,0.01,6,0.970131,0.970,0.900281,0.913,0.880580,0.881,0.643717,0.642,0.309451,0.315,0.119144,0.159
0.66,0.01,7,0.981883,0.984,0.914388,0.921,0.949817,0.942,0.670370,0.641,0.333139,0.340,0.138522,0.172
0.66,0.01,8,0.989011,0.989,0.925044,0.926,0.980519,0.979,0.694199,0.681,0.353286,0.356,0.155700,0.184
0.51,0.23,1,0.849761,0.851,0.843431,0.832,0.756543,0.722,0.781623,0.755,0.114757,0.184,0.014351,0.054
0.51,0.23,2,0.908832,0.914,0.892874,0.874,0.767134,0.753,0.810293,0.793,0.297316,0.343,0.049936,0.110
0.51,0.23,3,0.944688,0.944,0.921498,0.927,0.791759,0.788,0.837590,0.823,0.457882,0.474,0.097712,0.165
0.51,0.23,4,0.966446,0.956,0.939165,0.944,0.838255,0.821,0.862841,0.851,0.583566,0.606,0.151216,0.207
0.51,0.23,5,0.979646,0.978,0.950754,0.953,0.899347,0.890,0.885580,0.879,0.679152,0.667,0.206110,0.262
0.51,0.23,6,0.987654,0.991,0.958783,0.957,0.950337,0.953,0.905574,0.888,0.751668,0.741,0.259689,0.305
0.51,0.23,7,0.992511,0.992,0.964614,0.962,0.979107,0.979,0.922790,0.919,0.806983,0.794,0.310422,0.347
0.51,0.23,8,0.995458,0.994,0.969018,0.968,0.991886,0.987,0.937355,0.924,0.849467,0.832,0.357574,0.392
0.35,0.42,1,0.718108,0.696,0.707065,0.701,0.542385,0.522,0.600691,0.582,0.091566,0.142,0.010301,0.041
0.35,0.42,2,0.829429,0.812,0.799570,0.793,0.562289,0.556,0.661580,0.647,0.256820,0.281,0.036386,0.078
0.35,0.42,3,0.896514,0.895,0.853126,0.855,0.608569,0.605,0.716007,0.702,0.417387,0.434,0.072697,0.114
0.35,0.42,4,0.937221,0.937,0.886180,0.888,0.695957,0.691,0.763482,0.742,0.550915,0.560,0.115260,0.160
0.35,0.42,5,0.961919,0.960,0.907862,0.891,0.810786,0.800,0.804110,0.790,0.655362,0.653,0.161210,0.207
0.35,0.42,6,0.976901,0.980,0.922884,0.929,0.906637,0.895,0.838389,0.830,0.734984,0.721,0.208491,0.238
0.35,0.42,7,0.985989,0.984,0.933794,0.940,0.960722,0.956,0.867015,0.856,0.795137,0.774,0.255651,0.285
0.35,0.42,8,0.991502,0.990,0.942034,0.945,0.984745,0.988,0.890750,0.877,0.840569,0.827,0.301690,0.316
0.27,0.63,1,0.712852,0.702,0.700752,0.693,0.532651,0.515,0.611567,0.591,0.090212,0.137,0.010107,0.039
0.27,0.63,2,0.825753,0.823,0.795251,0.789,0.552978,0.542,0.689169,0.670,0.254343,0.281,0.035680,0.077
0.27,0.63,3,0.894283,0.902,0.849961,0.830,0.600243,0.600,0.755191,0.760,0.415728,0.430,0.071233,0.113
0.27,0.63,4,0.935868,0.928,0.883727,0.890,0.689488,0.683,0.809311,0.792,0.551763,0.561,0.112861,0.160
0.27,0.63,5,0.961098,0.958,0.905876,0.901,0.806760,0.793,0.852511,0.842,0.659566,0.644,0.157768,0.194
0.27,0.63,6,0.976403,0.977,0.921222,0.918,0.904650,0.908,0.886384,0.866,0.742605,0.740,0.203980,0.239
0.27,0.63,7,0.985687,0.986,0.932367,0.923,0.959887,0.963,0.912650,0.901,0.805710,0.806,0.250124,0.276
0.27,0.63,8,0.991319,0.989,0.940785,0.939,0.984420,0.983,0.932887,0.933,0.853369,0.843,0.295276,0.317
0.33,0.89,1,0.734336,0.741,0.723166,0.728,0.571589,0.582,0.638432,0.642,0.085095,0.138,0.010742,0.040
0.33,0.89,2,0.835772,0.829,0.811665,0.811,0.590223,0.588,0.704773,0.694,0.220314,0.267,0.037114,0.079
0.33,0.89,3,0.902758,0.898,0.861989,0.850,0.633550,0.635,0.761972,0.738,0.342375,0.374,0.071948,0.120
0.33,0.89,4,0.941010,0.936,0.893049,0.888,0.715361,0.711,0.809896,0.778,0.443231,0.450,0.110230,0.159
0.33,0.89,5,0.964217,0.965,0.913422,0.905,0.822862,0.813,0.849206,0.818,0.525834,0.519,0.148800,0.197
0.33,0.89,6,0.978295,0.981,0.927537,0.923,0.912596,0.913,0.880964,0.844,0.594034,0.594,0.185890,0.226
0.33,0.89,7,0.986835,0.984,0.937789,0.934,0.963229,0.968,0.906347,0.886,0.650860,0.659,0.220676,0.257
0.33,0.89,8,0.992015,0.992,0.945532,0.945,0.985719,0.985,0.926485,0.917,0.698548,0.710,0.252912,0.287
0.56,0.50,1,0.818977,0.803,0.829542,0.811,0.737074,0.725,0.752486,0.726,0.115688,0.182,0.013977,0.055
0.56,0.50,2,0.900745,0.905,0.883370,0.882,0.748512,0.735,0.774230,0.752,0.305585,0.355,0.049025,0.106
0.56,0.50,3,0.939782,0.935,0.914535,0.906,0.775106,0.754,0.796908,0.769,0.473630,0.494,0.096971,0.158
0.56,0.50,4,0.963469,0.956,0.933769,0.936,0.825319,0.805,0.819629,0.795,0.602622,0.606,0.151896,0.213
0.56,0.50,5,0.977841,0.980,0.946385,0.942,0.891296,0.882,0.841625,0.816,0.697205,0.682,0.209594,0.265
0.56,0.50,6,0.986559,0.988,0.955126,0.945,0.946364,0.938,0.862316,0.828,0.765909,0.747,0.267174,0.304
0.56,0.50,7,0.991847,0.992,0.961475,0.966,0.977436,0.977,0.881316,0.845,0.816196,0.795,0.322733,0.353
0.56,0.50,8,0.995055,0.995,0.966270,0.967,0.991236,0.989,0.898421,0.882,0.853583,0.848,0.375102,0.396
0.26,0.46,1,0.780411,0.804,0.771572,0.798,0.660606,0.679,0.736754,0.765,0.108693,0.178,0.012437,0.051
0.26,0.46,2,0.864503,0.874,0.841496,0.864,0.674484,0.693,0.804840,0.819,0.299688,0.360,0.043922,0.100
0.26,0.46,3,0.916967,0.934,0.882913,0.904,0.707069,0.722,0.858652,0.870,0.478948,0.520,0.087718,0.155
0.26,0.46,4,0.949325,0.955,0.908816,0.917,0.769793,0.785,0.899368,0.909,0.622068,0.647,0.138991,0.204
0.26,0.46,5,0.969149,0.973,0.925948,0.938,0.854569,0.868,0.929170,0.937,0.728891,0.746,0.194235,0.259
0.26,0.46,6,0.981246,0.987,0.937883,0.940,0.927356,0.928,0.950467,0.965,0.806130,0.812,0.250917,0.313
0.26,0.46,7,0.988609,0.990,0.946585,0.954,0.969230,0.972,0.965435,0.972,0.861164,0.866,0.307233,0.370
0.26,0.46,8,0.993086,0.996,0.953177,0.959,0.988013,0.987,0.975845,0.986,0.900167,0.902,0.361936,0.403
0.36,0.14,1,0.705924,0.783,0.694561,0.774,0.557378,0.638,0.645929,0.707,0.088098,0.160,0.010345,0.047
0.36,0.14,2,0.815967,0.879,0.785523,0.853,0.574344,0.664,0.727620,0.767,0.239816,0.301,0.036311,0.094
0.36,0.14,3,0.886293,0.921,0.840505,0.888,0.614610,0.696,0.793339,0.833,0.383064,0.423,0.071913,0.142
0.36,0.14,4,0.930267,0.955,0.875287,0.912,0.693736,0.762,0.843878,0.859,0.501666,0.525,0.112855,0.189
0.36,0.14,5,0.957422,0.974,0.898453,0.925,0.803800,0.855,0.881724,0.896,0.596031,0.614,0.156121,0.228
0.36,0.14,6,0.974072,0.981,0.914667,0.943,0.900902,0.924,0.909713,0.914,0.670433,0.679,0.199666,0.270
0.36,0.14,7,0.984235,0.993,0.926526,0.954,0.957770,0.971,0.930349,0.943,0.729241,0.726,0.242165,0.306
0.36,0.14,8,0.990424,0.995,0.935530,0.957,0.983505,0.987,0.945605,0.943,0.776040,0.765,0.282815,0.345
0.34,0.55,1,0.712050,0.695,0.700752,0.684,0.532651,0.524,0.593588,0.605,0.090405,0.139,0.010112,0.037
0.34,0.55,2,0.825753,0.831,0.795251,0.786,0.552978,0.542,0.656842,0.647,0.254640,0.283,0.035747,0.077
0.34,0.55,3,0.894283,0.890,0.849961,0.854,0.600243,0.602,0.713091,0.692,0.415043,0.433,0.071495,0.116
0.34,0.55,4,0.935868,0.928,0.883727,0.879,0.689488,0.695,0.761854,0.731,0.548869,0.547,0.113493,0.153
0.34,0.55,5,0.961098,0.965,0.905876,0.904,0.806760,0.797,0.803325,0.784,0.653730,0.650,0.158945,0.198
0.34,0.55,6,0.976403,0.972,0.921222,0.925,0.904650,0.899,0.838108,0.822,0.733723,0.717,0.205833,0.241
0.34,0.55,7,0.985687,0.987,0.932367,0.937,0.959887,0.956,0.867006,0.856,0.794161,0.777,0.252720,0.273
0.34,0.55,8,0.991319,0.994,0.940785,0.938,0.984420,0.985,0.890866,0.878,0.839799,0.823,0.298601,0.320
0.43,0.98,1,0.812925,0.804,0.805059,0.804,0.698136,0.690,0.743563,0.752,0.093816,0.155,0.013133,0.051
0.43,0.98,2,0.883336,0.887,0.863022,0.869,0.711267,0.725,0.788946,0.773,0.221203,0.275,0.044717,0.098
0.43,0.98,3,0.923813,0.933,0.892213,0.901,0.741798,0.730,0.828566,0.809,0.317928,0.354,0.084965,0.147
0.43,0.98,4,0.944688,0.958,0.900592,0.919,0.799446,0.790,0.862358,0.841,0.385994,0.408,0.127190,0.178
0.43,0.98,5,0.951289,0.976,0.939236,0.931,0.875194,0.860,0.890615,0.868,0.434590,0.454,0.167533,0.225
0.43,0.98,6,0.945302,0.986,0.949143,0.945,0.938419,0.927,0.913841,0.899,0.470541,0.474,0.204193,0.255
0.43,0.98,7,0.990022,0.991,0.956338,0.953,0.974093,0.971,0.932649,0.910,0.498128,0.493,0.236654,0.287
0.43,0.98,8,0.994396,0.995,0.961772,0.959,0.989938,0.991,0.947685,0.937,0.519999,0.523,0.265083,0.302
0.35,0.57,1,0.804933,0.798,0.796713,0.781,0.678667,0.649,0.739225,0.717,0.113180,0.171,0.013014,0.048
0.35,0.57,2,0.881629,0.875,0.860909,0.849,0.692645,0.684,0.796129,0.782,0.310561,0.345,0.045922,0.099
0.35,0.57,3,0.928184,0.920,0.898075,0.881,0.725145,0.704,0.843396,0.838,0.494190,0.498,0.091605,0.146
0.35,0.57,4,0.956434,0.951,0.921013,0.921,0.786510,0.762,0.881454,0.865,0.639411,0.635,0.144953,0.203
0.35,0.57,5,0.973573,0.969,0.936059,0.928,0.867143,0.869,0.911322,0.895,0.746665,0.741,0.202271,0.245
0.35,0.57,6,0.983970,0.984,0.946484,0.941,0.934446,0.925,0.934287,0.928,0.823282,0.815,0.260913,0.302
0.35,0.57,7,0.990277,0.990,0.954055,0.944,0.972422,0.979,0.951662,0.946,0.877092,0.863,0.319016,0.354
0.35,0.57,8,0.994103,0.994,0.959773,0.955,0.989289,0.987,0.964645,0.962,0.914571,0.908,0.375307,0.399
0.21,0.09,1,0.507247,0.715,0.490020,0.713,0.285900,0.554,0.400219,0.650,0.050578,0.143,0.005276,0.040
0.21,0.09,2,0.681793,0.842,0.632180,0.794,0.308435,0.574,0.525451,0.747,0.152016,0.267,0.018767,0.081
0.21,0.09,3,0.799884,0.890,0.722462,0.859,0.363881,0.625,0.638218,0.805,0.262496,0.374,0.037872,0.119
0.21,0.09,4,0.876007,0.943,0.781098,0.893,0.480119,0.718,0.730472,0.876,0.365269,0.455,0.060775,0.161
0.21,0.09,5,0.923832,0.962,0.820766,0.900,0.655568,0.825,0.800940,0.907,0.454930,0.535,0.086157,0.198
0.21,0.09,6,0.953447,0.979,0.848812,0.926,0.821517,0.913,0.852379,0.932,0.530944,0.581,0.113041,0.231
0.21,0.09,7,0.971634,0.988,0.869467,0.943,0.922901,0.964,0.888923,0.951,0.594643,0.638,0.140697,0.263
0.21,0.09,8,0.982747,0.993,0.885229,0.944,0.969709,0.980,0.914538,0.967,0.647886,0.672,0.168576,0.297
0.58,0.14,1,0.541935,0.540,0.543702,0.530,0.474244,0.486,0.496305,0.498,0.070197,0.114,0.008998,0.036
0.58,0.14,2,0.621600,0.601,0.642886,0.643,0.497112,0.505,0.525522,0.536,0.179404,0.227,0.031102,0.068
0.58,0.14,3,0.732351,0.711,0.829765,0.780,0.550282,0.559,0.552914,0.540,0.275786,0.291,0.060315,0.105
0.58,0.14,4,0.902445,0.848,0.870481,0.874,0.650680,0.648,0.578523,0.582,0.354018,0.354,0.092409,0.137
0.58,0.14,5,0.956666,0.962,0.895153,0.892,0.782607,0.788,0.602436,0.591,0.417586,0.417,0.124673,0.164
0.58,0.14,6,0.973715,0.980,0.912247,0.913,0.892732,0.887,0.624771,0.617,0.470346,0.470,0.155554,0.195
0.58,0.14,7,0.984057,0.986,0.924662,0.926,0.954873,0.954,0.645660,0.619,0.515160,0.483,0.184294,0.221
0.58,0.14,8,0.990330,0.989,0.934039,0.936,0.982473,0.979,0.665233,0.643,0.553988,0.536,0.210639,0.234
0.29,0.17,1,0.570476,0.766,0.554910,0.766,0.364675,0.631,0.473948,0.707,0.065152,0.160,0.006811,0.045
0.29,0.17,2,0.725608,0.877,0.681938,0.839,0.386222,0.633,0.587026,0.773,0.194904,0.307,0.024239,0.093
0.29,0.17,3,0.828470,0.918,0.761194,0.879,0.438500,0.661,0.686047,0.817,0.334232,0.442,0.048942,0.135
0.29,0.17,4,0.894084,0.951,0.812198,0.908,0.545453,0.757,0.766666,0.881,0.461045,0.548,0.078591,0.176
0.29,0.17,5,0.935068,0.970,0.846519,0.937,0.702204,0.842,0.828928,0.917,0.568431,0.620,0.111494,0.231
0.29,0.17,6,0.960363,0.983,0.870699,0.935,0.846969,0.923,0.875315,0.931,0.656084,0.702,0.146393,0.267
0.29,0.17,7,0.975865,0.988,0.888466,0.947,0.934184,0.969,0.909099,0.953,0.726237,0.767,0.182342,0.308
0.29,0.17,8,0.985327,0.996,0.902001,0.950,0.974190,0.989,0.933388,0.962,0.781817,0.794,0.218627,0.340
0.37,0.22,1,0.662033,0.784,0.649288,0.778,0.489609,0.640,0.582481,0.706,0.083889,0.167,0.009212,0.047
0.37,0.22,2,0.786793,0.866,0.752047,0.848,0.508268,0.663,0.672708,0.765,0.240473,0.313,0.032636,0.093
0.37,0.22,3,0.867659,0.920,0.814916,0.894,0.552919,0.702,0.748969,0.813,0.398034,0.472,0.065478,0.146
0.37,0.22,4,0.918619,0.954,0.854951,0.909,0.642025,0.768,0.810323,0.859,0.533270,0.566,0.104337,0.191
0.37,0.22,5,0.950231,0.972,0.881722,0.930,0.768544,0.839,0.857976,0.889,0.641925,0.669,0.146750,0.231
0.37,0.22,6,0.969663,0.985,0.900508,0.943,0.882250,0.925,0.894129,0.908,0.726507,0.737,0.190920,0.272
0.37,0.22,7,0.981544,0.990,0.914273,0.951,0.949627,0.967,0.921164,0.930,0.791332,0.787,0.235543,0.324
0.37,0.22,8,0.988786,0.994,0.924738,0.952,0.980292,0.990,0.941222,0.946,0.840657,0.836,0.279686,0.355
0.25,0.29,1,0.670021,0.796,0.657538,0.778,0.503472,0.648,0.605646,0.759,0.086262,0.174,0.009433,0.047
0.25,0.29,2,0.792048,0.868,0.758093,0.855,0.521766,0.671,0.702502,0.805,0.247827,0.344,0.033447,0.093
0.25,0.29,3,0.870997,0.914,0.819516,0.895,0.565483,0.717,0.782180,0.860,0.410370,0.477,0.067185,0.140
0.25,0.29,4,0.920699,0.950,0.858596,0.920,0.652503,0.769,0.843966,0.907,0.549277,0.611,0.107205,0.199
0.25,0.29,5,0.951513,0.970,0.884716,0.933,0.775647,0.859,0.889804,0.939,0.659971,0.711,0.151009,0.240
0.25,0.29,6,0.970448,0.984,0.903039,0.942,0.885993,0.934,0.922761,0.952,0.745152,0.766,0.196758,0.284
0.25,0.29,7,0.982023,0.991,0.916462,0.954,0.951258,0.970,0.945969,0.971,0.809505,0.839,0.243106,0.332
0.25,0.29,8,0.989077,0.992,0.926664,0.955,0.980935,0.990,0.962110,0.983,0.857664,0.872,0.289074,0.386
0.36,0.73,1,0.866724,0.855,0.861108,0.835,0.785746,0.772,0.834410,0.805,0.122290,0.192,0.014912,0.057
0.36,0.73,2,0.919126,0.913,0.904968,0.896,0.795067,0.755,0.877035,0.862,0.321733,0.370,0.052139,0.115
0.36,0.73,3,0.950933,0.939,0.930361,0.926,0.816740,0.806,0.910482,0.892,0.498579,0.522,0.102699,0.162
0.36,0.73,4,0.970234,0.965,0.946034,0.937,0.857659,0.850,0.935902,0.918,0.635272,0.650,0.160148,0.225
0.36,0.73,5,0.981944,0.981,0.956314,0.947,0.911423,0.907,0.954719,0.949,0.736040,0.744,0.220043,0.288
0.36,0.73,6,0.989048,0.987,0.963436,0.962,0.956296,0.945,0.968354,0.953,0.809048,0.814,0.279467,0.327
0.36,0.73,7,0.993357,0.993,0.968609,0.967,0.981614,0.980,0.978068,0.975,0.861649,0.861,0.336624,0.379
0.36,0.73,8,0.995971,0.995,0.972516,0.974,0.992859,0.991,0.984898,0.982,0.899525,0.891,0.390507,0.426
0.21,0.11,1,0.450522,0.695,0.432035,0.672,0.217659,0.492,0.316561,0.573,0.040785,0.125,0.004014,0.035
0.21,0.11,2,0.641240,0.815,0.586473,0.790,0.240278,0.502,0.433312,0.678,0.128981,0.247,0.014340,0.070
0.21,0.11,3,0.773025,0.879,0.686412,0.831,0.296948,0.558,0.545707,0.754,0.232409,0.356,0.029122,0.110
0.21,0.11,4,0.858884,0.936,0.751938,0.863,0.419406,0.671,0.644294,0.805,0.334959,0.457,0.047094,0.136
0.21,0.11,5,0.913140,0.957,0.796513,0.903,0.610712,0.785,0.725235,0.875,0.429261,0.523,0.067349,0.177
0.21,0.11,6,0.946850,0.979,0.828137,0.920,0.796497,0.905,0.788845,0.889,0.512577,0.589,0.089208,0.206
0.21,0.11,7,0.967591,0.989,0.851483,0.927,0.911694,0.955,0.837515,0.929,0.584528,0.651,0.112151,0.233
0.21,0.11,8,0.980280,0.992,0.869328,0.937,0.965239,0.984,0.874211,0.943,0.645853,0.682,0.135777,0.263
0.55,0.70,1,0.864300,0.855,0.858582,0.864,0.776012,0.753,0.796677,0.793,0.119918,0.191,0.014826,0.057
0.55,0.70,2,0.917655,0.909,0.903241,0.912,0.785756,0.781,0.821178,0.811,0.312423,0.354,0.051753,0.114
0.55,0.70,3,0.950041,0.938,0.929095,0.926,0.808413,0.800,0.844930,0.821,0.481319,0.509,0.101697,0.172
0.55,0.70,4,0.969693,0.964,0.945052,0.939,0.851191,0.850,0.867288,0.843,0.611625,0.633,0.158122,0.223
0.55,0.70,5,0.981616,0.984,0.955519,0.955,0.907397,0.892,0.887781,0.855,0.708465,0.682,0.216537,0.278
0.55,0.70,6,0.988849,0.987,0.962771,0.959,0.954310,0.952,0.906123,0.882,0.779913,0.763,0.274024,0.322
0.55,0.70,7,0.993236,0.992,0.968038,0.963,0.980779,0.982,0.922204,0.906,0.832834,0.834,0.328821,0.360
0.55,0.70,8,0.995897,0.998,0.972016,0.971,0.992535,0.992,0.936050,0.922,0.872326,0.861,0.379982,0.413
0.32,0.74,1,0.881263,0.871,0.876259,0.861,0.805215,0.780,0.854395,0.847,0.123957,0.195,0.015356,0.057
0.32,0.74,2,0.927948,0.912,0.915335,0.901,0.813689,0.795,0.895697,0.881,0.322399,0.374,0.053564,0.116
0.32,0.74,3,0.956286,0.949,0.937958,0.925,0.833393,0.797,0.926797,0.917,0.495977,0.537,0.105162,0.171
0.32,0.74,4,0.973481,0.973,0.951921,0.940,0.870595,0.854,0.949395,0.940,0.629316,0.650,0.163366,0.231
0.32,0.74,5,0.983914,0.982,0.961079,0.953,0.919474,0.907,0.965368,0.961,0.727693,0.735,0.223548,0.282
0.32,0.74,6,0.990243,0.988,0.967425,0.954,0.960269,0.961,0.976432,0.977,0.799460,0.795,0.282737,0.340
0.32,0.74,7,0.994082,0.996,0.972033,0.969,0.983286,0.982,0.983989,0.984,0.851782,0.854,0.339169,0.393
0.32,0.74,8,0.996410,0.996,0.975514,0.973,0.993508,0.992,0.989105,0.990,0.890048,0.886,0.391915,0.432
0.33,0.97,1,0.833479,0.820,0.826477,0.813,0.727339,0.723,0.787820,0.776,0.099371,0.163,0.013785,0.052
0.33,0.97,2,0.895776,0.883,0.877627,0.871,0.739200,0.728,0.841498,0.837,0.236170,0.293,0.047029,0.104
0.33,0.97,3,0.931331,0.933,0.902845,0.914,0.766779,0.764,0.883878,0.882,0.341602,0.387,0.089592,0.157
0.33,0.97,4,0.949221,0.961,0.910182,0.931,0.818851,0.810,0.916211,0.912,0.416846,0.453,0.134516,0.190
0.33,0.97,5,0.954012,0.976,0.945988,0.939,0.887270,0.878,0.940240,0.947,0.471260,0.487,0.177729,0.241
0.33,0.97,6,0.986459,0.982,0.954794,0.950,0.944378,0.936,0.957748,0.958,0.512002,0.537,0.217272,0.276
0.33,0.97,7,0.991787,0.991,0.961189,0.956,0.976600,0.979,0.970315,0.966,0.543640,0.556,0.252522,0.304
0.33,0.97,8,0.995018,0.995,0.966020,0.966,0.990912,0.993,0.979236,0.974,0.569042,0.572,0.283586,0.321
0.41,0.49,1,0.599664,0.586,0.603863,0.585,0.513182,0.497,0.548648,0.551,0.083998,0.131,0.009644,0.037
0.41,0.49,2,0.721878,0.688,0.760717,0.730,0.534356,0.521,0.590460,0.557,0.231534,0.255,0.034016,0.074
0.41,0.49,3,0.888931,0.859,0.842364,0.835,0.583589,0.581,0.629750,0.611,0.371199,0.370,0.067812,0.112
0.41,0.49,4,0.932621,0.930,0.877840,0.874,0.676552,0.669,0.666155,0.629,0.485113,0.478,0.107218,0.148
0.41,0.49,5,0.959128,0.952,0.901110,0.900,0.798709,0.795,0.699514,0.672,0.573380,0.556,0.149474,0.181
0.41,0.49,6,0.975208,0.973,0.917233,0.913,0.900678,0.889,0.729831,0.682,0.640910,0.621,0.192606,0.226
0.41,0.49,7,0.984963,0.986,0.928942,0.927,0.958215,0.961,0.757225,0.702,0.692917,0.675,0.235228,0.252
0.41,0.49,8,0.990879,0.989,0.937786,0.940,0.983771,0.983,0.781887,0.740,0.733651,0.707,0.276400,0.296
0.34,0.86,1,0.725873,0.712,0.714347,0.708,0.561854,0.537,0.625678,0.598,0.085082,0.132,0.010493,0.040
0.34,0.86,2,0.834576,0.825,0.805618,0.803,0.580912,0.567,0.690060,0.672,0.224497,0.273,0.036402,0.080
0.34,0.86,3,0.899636,0.905,0.857558,0.854,0.625223,0.611,0.746245,0.718,0.353611,0.377,0.070962,0.115
